epoch,phase,numSteps,numGames,averageReward,minReward,maxReward,averageLoss,lastEpsilon,epochTime
172,train,250000,1262,8.016640253565756,-1,216,0.0821519929622,0.1,1871.9346519999672
172,test,125000,105,73.35238095238098,15,258,0.0,0.05,322.74316199996974
173,train,250000,1341,6.896346010439972,-1,155,0.103746796746,0.1,1876.0005610000226
173,test,125000,99,66.5959595959596,4,260,0.0,0.05,320.48266700003296
174,train,250000,1317,6.949886104783604,-1,122,0.0831983802656,0.1,1873.075159
174,test,125000,124,54.13709677419353,6,260,0.0,0.05,322.7592650000006
175,train,250000,1286,7.30870917573872,-1,152,0.0868272730825,0.1,1873.5536110000103
175,test,125000,110,67.77272727272727,3,320,0.0,0.05,321.90157700004056
176,train,250000,1272,7.848270440251566,-1,185,0.111092169319,0.1,1882.0427389999968
176,test,125000,173,21.098265895953766,4,96,0.0,0.05,325.8421720000333
177,train,250000,1306,7.421133231240427,-1,226,0.0646438160729,0.1,1881.1509339999757
177,test,125000,100,54.370000000000005,2,293,0.0,0.05,321.00193800003035
178,train,250000,1208,8.596026490066219,-1,290,0.0602771565231,0.1,1866.1594810000388
178,test,125000,101,61.41584158415841,22,187,0.0,0.05,323.215962999966
179,train,250000,1226,9.001631321370308,-1,289,0.0668352061045,0.1,1872.7035909999977
179,test,125000,145,38.24137931034486,2,242,0.0,0.05,322.5222800000338
180,train,250000,1273,8.34092694422625,-1,275,0.087441892905,0.1,1872.6274860000121
180,test,125000,97,88.15463917525771,29,278,0.0,0.05,322.1325400000205
181,train,250000,1174,9.528109028960834,-1,192,0.124089988866,0.1,1866.398795999994
181,test,125000,97,90.07216494845366,30,336,0.0,0.05,320.4823669999605
182,train,250000,1298,7.777349768875178,-1,219,0.108692854798,0.1,1871.8297599999933
182,test,125000,88,105.81818181818181,15,334,0.0,0.05,322.68240400002105
183,train,250000,1351,7.406365655070318,-1,231,0.124450923974,0.1,1876.759420999966
183,test,125000,252,1.6349206349206342,0,5,0.0,0.05,324.0910879999865
184,train,250000,1177,10.350892098555649,-1,381,0.0279907592844,0.1,1865.2787360000075
184,test,125000,87,113.45977011494256,37,268,0.0,0.05,322.00266399997054
185,train,250000,1246,8.787319422150881,-1,304,0.132749862549,0.1,1870.7751389999758
185,test,125000,122,45.40983606557377,3,277,0.0,0.05,323.2783380000037
186,train,250000,1290,8.114728682170545,-1,238,0.0742882925704,0.1,1875.9210820000153
186,test,125000,85,86.58823529411765,11,331,0.0,0.05,321.5210940000252
187,train,250000,1277,7.97259201252936,-1,222,0.0864360400727,0.1,1870.4801809999626
187,test,125000,96,94.93749999999996,24,363,0.0,0.05,321.51756900001783
188,train,250000,1198,9.786310517529236,-1,233,0.117379917692,0.1,1870.8879149999702
188,test,125000,94,96.94680851063829,7,326,0.0,0.05,321.63658300001407
189,train,250000,1282,8.187987519500789,-1,226,0.118079899685,0.1,1875.657118000032
189,test,125000,92,98.76086956521738,15,373,0.0,0.05,321.5606310000294
190,train,250000,1364,7.454545454545451,-1,280,0.13326943236,0.1,1873.0661090000067
190,test,125000,108,59.46296296296297,5,235,0.0,0.05,322.22163099999307
191,train,250000,1222,8.700490998363335,-1,275,0.0913285861432,0.1,1869.4835489999969
191,test,125000,94,82.17021276595746,25,321,0.0,0.05,322.0610970000271
192,train,250000,1286,7.860031104199076,-1,197,0.101017049187,0.1,1875.285262999998
192,test,125000,100,76.54,9,310,0.0,0.05,322.1902330000303
193,train,250000,1195,8.938912133891217,-1,192,0.097944910196,0.1,1870.2159460000112
193,test,125000,99,83.89898989898992,18,297,0.0,0.05,320.4308199999505
194,train,250000,1323,7.75736961451248,-1,311,0.0958980646877,0.1,1875.2815929999924
194,test,125000,92,71.98913043478261,7,268,0.0,0.05,322.7202030000044
195,train,250000,1221,8.56101556101557,-1,257,0.0836295510351,0.1,1869.1376260000397
195,test,125000,92,107.21739130434781,15,265,0.0,0.05,321.8682469999767
196,train,250000,1300,8.233846153846144,-1,204,0.122620051643,0.1,1867.5506690000184
196,test,125000,86,78.91860465116278,24,240,0.0,0.05,321.91639299999224
197,train,250000,1215,9.38106995884774,-1,290,0.0897526436344,0.1,1875.0399049999542
197,test,125000,106,73.7641509433962,3,319,0.0,0.05,325.0469869999797
198,train,250000,1258,8.577901430842605,-1,218,0.149055342689,0.1,1880.4780160000082
198,test,125000,84,97.6666666666667,12,287,0.0,0.05,324.85513899999205
199,train,250000,1209,8.973531844499583,-1,334,0.129368014337,0.1,1871.451326999988
199,test,125000,94,106.79787234042554,13,326,0.0,0.05,322.9829449999961
200,train,250000,1199,9.166805671392844,-1,130,0.159038365444,0.1,1870.2460570000112
200,test,125000,103,79.02912621359229,6,325,0.0,0.05,321.84917300002417
