epoch,phase,numSteps,numGames,averageReward,minReward,maxReward,averageLoss,lastEpsilon,epochTime
39,train,250000,1346,5.292719167904896,-1,128,0.0195919915349,0.1,1875.6822760000068
39,test,125000,124,37.70161290322581,6,87,0.0,0.05,325.75995700000203
40,train,250000,1337,5.456993268511599,-1,33,0.0177949203043,0.1,1880.0369490000012
40,test,125000,118,41.762711864406775,13,218,0.0,0.05,326.27104099999997
41,train,250000,1301,5.770176787086858,-1,32,0.018956471911,0.1,1961.4535190000024
41,test,125000,122,37.32786885245901,8,68,0.0,0.05,343.0574809999962
42,train,250000,1279,5.980453479280685,-1,49,0.0176755902793,0.1,1955.9626430000062
42,test,125000,122,39.45081967213113,8,81,0.0,0.05,345.39102500000445
43,train,250000,1268,6.250788643533124,-1,36,0.0188753332041,0.1,1964.5006449999928
43,test,125000,114,42.75438596491228,10,75,0.0,0.05,344.9772299999895
44,train,250000,1332,5.81306306306306,-1,61,0.0203412547319,0.1,1965.4879390000133
44,test,125000,109,46.944954128440386,14,87,0.0,0.05,343.30175299999246
45,train,250000,1255,6.571314741035856,-1,45,0.0192642894058,0.1,1957.4741009999998
45,test,125000,124,39.25806451612905,3,82,0.0,0.05,342.9202640000003
46,train,250000,1265,6.4719367588932695,-1,60,0.0190321537834,0.1,1955.850190000012
46,test,125000,108,48.166666666666664,14,97,0.0,0.05,343.61006700000144
47,train,250000,1227,6.7473512632436865,-1,46,0.0204288115079,0.1,1961.7834779999976
47,test,125000,108,51.04629629629627,21,100,0.0,0.05,342.4638769999874
48,train,250000,1273,6.793401413982721,-1,213,0.0215528409219,0.1,1964.4372440000006
48,test,125000,121,41.297520661157016,7,84,0.0,0.05,344.617173000006
49,train,250000,1186,7.5396290050590276,-1,52,0.0217635266745,0.1,1962.1605649999983
49,test,125000,105,53.790476190476205,12,258,0.0,0.05,343.8639269999985
50,train,250000,1212,7.238448844884488,-1,81,0.0215077212148,0.1,1956.1992800000007
50,test,125000,105,51.561904761904756,19,100,0.0,0.05,344.38940600000205
51,train,250000,1249,6.816653322658131,-1,133,0.0225202752969,0.1,1958.8867309999914
51,test,125000,104,52.65384615384615,13,90,0.0,0.05,343.7400329999946
52,train,250000,1222,7.5302782324058954,-1,183,0.024702786166,0.1,1962.1139510000066
52,test,125000,132,36.06060606060607,6,83,0.0,0.05,344.7937329999986
53,train,250000,1162,7.572289156626509,-1,63,0.0184803119704,0.1,1959.246729999999
53,test,125000,101,55.02970297029703,19,272,0.0,0.05,343.43299200000183
54,train,250000,1189,7.820016820857871,-1,161,0.0285857284967,0.1,1958.8151360000047
54,test,125000,105,59.00952380952382,14,233,0.0,0.05,343.0129799999995
55,train,250000,1177,7.706881903143588,-1,56,0.0282651991075,0.1,1962.1844229999988
55,test,125000,103,60.427184466019426,8,347,0.0,0.05,344.07543100000476
56,train,250000,1198,7.768781302170284,-1,167,0.0343424568903,0.1,1962.273417999997
56,test,125000,100,61.42999999999998,5,137,0.0,0.05,343.504025000002
57,train,250000,1181,7.896697713801871,-1,164,0.0270091848967,0.1,1960.9041340000113
57,test,125000,96,69.17708333333334,18,216,0.0,0.05,342.7770160000073
58,train,250000,1156,8.030276816609009,-1,52,0.0335260927358,0.1,1963.3075480000116
58,test,125000,101,59.871287128712865,8,148,0.0,0.05,344.192509000015
59,train,250000,1189,8.226240538267442,-1,226,0.0312529031742,0.1,1961.6487309999939
59,test,125000,99,68.22222222222221,13,257,0.0,0.05,344.62932499998715
60,train,250000,1215,7.612345679012351,-1,155,0.0338447936144,0.1,1961.9064300000027
60,test,125000,97,62.72164948453609,7,235,0.0,0.05,343.3278640000208
61,train,250000,1174,8.516183986371376,-1,205,0.0333870233386,0.1,1961.783001999982
61,test,125000,97,63.15463917525775,22,142,0.0,0.05,342.92987500000163
62,train,250000,1189,7.982338099243072,-1,278,0.0317465478085,0.1,1961.1836670000048
62,test,125000,107,56.26168224299066,15,203,0.0,0.05,343.902923000016
63,train,250000,1207,7.699254349627172,-1,195,0.0358747740149,0.1,1964.204916000017
63,test,125000,96,66.45833333333331,20,130,0.0,0.05,343.3150339999993
64,train,250000,1121,9.030330062444236,-1,133,0.0323867062149,0.1,1964.0409790000122
64,test,125000,95,69.83157894736841,25,293,0.0,0.05,343.3837380000041
65,train,250000,1111,8.887488748874887,-1,87,0.0359870607706,0.1,1958.1877120000136
65,test,125000,105,59.48571428571429,20,243,0.0,0.05,343.6969720000052
66,train,250000,1105,9.180090497737563,-1,144,0.0322579972398,0.1,1958.9794920000131
66,test,125000,104,57.99038461538462,6,153,0.0,0.05,344.5494239999971
67,train,250000,1114,9.393177737881508,-1,197,0.0313040452211,0.1,1963.5286369999812
67,test,125000,89,80.25842696629212,29,253,0.0,0.05,342.9948390000209
68,train,250000,1117,9.11280214861235,-1,240,0.0413931467122,0.1,1957.8203590000048
68,test,125000,103,63.71844660194176,12,280,0.0,0.05,343.1556940000155
69,train,250000,1193,8.57585917854149,-1,256,0.0483973260811,0.1,1962.1338710000273
69,test,125000,78,78.84615384615387,24,227,0.0,0.05,346.76267100000405
70,train,250000,1112,9.14388489208633,-1,104,0.0385042598468,0.1,1931.7197129999986
70,test,125000,89,83.61797752808988,21,191,0.0,0.05,342.7086560000025
71,train,250000,1130,9.684955752212392,-1,226,0.0426002276143,0.1,1961.4282449999882
71,test,125000,93,78.19354838709677,17,229,0.0,0.05,342.4937959999952
72,train,250000,1179,8.961832061068698,-1,222,0.0439310876289,0.1,1959.6643949999998
72,test,125000,93,81.33333333333337,19,368,0.0,0.05,343.16593500002637
73,train,250000,1126,9.172291296625225,-1,178,0.0573279336288,0.1,1935.1946779999998
73,test,125000,90,72.88888888888887,22,267,0.0,0.05,336.21920500000124
74,train,250000,1127,9.776397515527945,-1,180,0.0438272049186,0.1,1955.796440999984
74,test,125000,112,41.937499999999986,13,93,0.0,0.05,332.7968089999922
75,train,250000,1144,9.854020979020975,-1,228,0.0340229836785,0.1,1943.9974440000078
75,test,125000,90,91.14444444444442,34,273,0.0,0.05,340.0817279999901
76,train,250000,1133,10.058252427184442,-1,225,0.0587928781237,0.1,1959.8093459999945
76,test,125000,87,87.24137931034483,32,285,0.0,0.05,343.29478999998537
77,train,250000,1159,8.777394305435706,-1,91,0.0528324010727,0.1,1960.9627240000118
77,test,125000,98,69.77551020408164,14,259,0.0,0.05,343.33774300001096
78,train,250000,1160,9.369827586206899,-1,191,0.0538852156358,0.1,1965.266375999985
78,test,125000,88,109.60227272727272,28,349,0.0,0.05,341.8315270000021
79,train,250000,1130,9.851327433628319,-1,200,0.0755614767546,0.1,1942.640906000015
79,test,125000,98,77.72448979591839,18,243,0.0,0.05,332.7482209999871
80,train,250000,1202,8.815307820299495,-1,135,0.0564817510514,0.1,1954.8816889999725
80,test,125000,176,23.579545454545464,4,161,0.0,0.05,345.6046459999925
81,train,250000,1145,9.318777292576426,-1,133,0.0295555605548,0.1,1967.0886220000102
81,test,125000,86,92.83720930232558,15,332,0.0,0.05,341.98857499999576
82,train,250000,1203,9.367414796342485,-1,287,0.0678589343898,0.1,1964.7499309999985
82,test,125000,97,79.49484536082475,19,251,0.0,0.05,345.05399499999476
83,train,250000,1165,9.305579399141651,-1,194,0.0616961237678,0.1,1957.701482000004
83,test,125000,96,85.70833333333331,5,275,0.0,0.05,343.2620839999872
84,train,250000,1205,8.863900414937744,-1,220,0.069059805248,0.1,1961.2419480000099
84,test,125000,80,75.46249999999998,16,323,0.0,0.05,340.9296589999867
85,train,250000,1153,9.02515177797051,-1,214,0.0541341449749,0.1,1961.6784120000084
85,test,125000,95,85.98947368421052,12,236,0.0,0.05,345.7379530000035
86,train,250000,1150,9.266956521739141,-1,216,0.0657048647884,0.1,1963.7443189999904
86,test,125000,97,82.340206185567,3,330,0.0,0.05,344.2293589999899
87,train,250000,1093,10.74473924977127,-1,315,0.0668388080289,0.1,1957.776046999992
87,test,125000,96,80.2083333333333,14,304,0.0,0.05,342.6823570000124
88,train,250000,1106,9.838155515370698,-1,198,0.0541279548586,0.1,1958.8003719999979
88,test,125000,88,83.2272727272727,23,241,0.0,0.05,342.37444699998014
89,train,250000,1135,9.785022026431715,-1,231,0.0542179376918,0.1,1962.4727520000015
89,test,125000,88,88.49999999999997,25,229,0.0,0.05,344.10756100001163
90,train,250000,1253,8.932162809257786,-1,260,0.0621422287288,0.1,1965.159050999995
90,test,125000,90,109.77777777777779,19,296,0.0,0.05,343.9547489999968
91,train,250000,1217,8.968775677896463,-1,188,0.0970683509891,0.1,1964.811250000028
91,test,125000,92,92.3804347826087,30,268,0.0,0.05,343.311618000007
92,train,250000,1184,9.271959459459461,-1,223,0.0757809599435,0.1,1964.1179140000022
92,test,125000,92,83.0760869565217,14,214,0.0,0.05,342.2760099999723
93,train,250000,1139,10.043020193151893,-1,317,0.0674569866527,0.1,1942.990897999989
93,test,125000,158,32.87974683544303,4,218,0.0,0.05,325.4222399999853
94,train,250000,1198,8.769616026711203,-1,221,0.0488068495064,0.1,1865.268901000003
94,test,125000,94,79.38297872340425,10,329,0.0,0.05,322.16468300001
95,train,250000,1146,9.119546247818482,-1,149,0.0583771961687,0.1,1870.4024619999982
95,test,125000,95,84.65263157894738,11,255,0.0,0.05,322.5353340000147
96,train,250000,1141,10.036809815950935,-1,215,0.0737025535531,0.1,1868.0182239999995
96,test,125000,87,91.29885057471265,17,262,0.0,0.05,320.9663320000109
97,train,250000,1220,8.527868852459006,-1,289,0.0719680445663,0.1,1866.4384419999842
97,test,125000,88,121.73863636363637,22,306,0.0,0.05,321.6154609999794
98,train,250000,1074,10.938547486033526,-1,180,0.0998251173425,0.1,1856.789988000004
98,test,125000,141,46.31205673758864,2,311,0.0,0.05,322.1461179999751
99,train,250000,1156,9.316608996539797,-1,193,0.0601759422296,0.1,1871.094997999986
99,test,125000,91,92.32967032967036,12,317,0.0,0.05,321.4553799999994
100,train,250000,1138,9.435852372583467,-1,221,0.0633410099485,0.1,1868.6322099999816
100,test,125000,84,120.58333333333334,21,298,0.0,0.05,322.81485399999656
101,train,250000,1167,9.515852613538982,-1,238,0.086024653019,0.1,1859.8687090000021
101,test,125000,83,102.66265060240966,27,330,0.0,0.05,322.41855000000214
102,train,250000,1159,9.735979292493532,-1,222,0.0744763299479,0.1,1870.2135490000073
102,test,125000,95,88.37894736842108,16,368,0.0,0.05,322.15428099999554
103,train,250000,1195,8.06192468619247,-1,208,0.0635499506639,0.1,1868.4235029999982
103,test,125000,94,84.72340425531912,16,266,0.0,0.05,322.72967899998184
104,train,250000,1215,8.795884773662541,-1,172,0.0641974284393,0.1,1867.494722000003
104,test,125000,95,77.71578947368421,6,257,0.0,0.05,321.22787200001767
105,train,250000,1118,10.60017889087658,-1,194,0.0696038155445,0.1,1864.9419960000087
105,test,125000,90,111.77777777777776,19,301,0.0,0.05,323.3832640000037
106,train,250000,1178,9.831918505942303,-1,286,0.106566019253,0.1,1867.2521269999852
106,test,125000,124,58.22580645161289,3,298,0.0,0.05,323.1318800000008
107,train,250000,1216,9.41611842105264,-1,326,0.0683017197922,0.1,1872.8220830000064
107,test,125000,97,93.11340206185565,12,302,0.0,0.05,322.044607000018
108,train,250000,1127,10.11712511091392,-1,225,0.0933104613906,0.1,1863.416194999998
108,test,125000,92,105.80434782608693,24,327,0.0,0.05,322.01823100002366
109,train,250000,1175,9.323404255319138,-1,167,0.10415593601,0.1,1870.9331779999775
109,test,125000,86,89.02325581395351,14,234,0.0,0.05,321.55302500000107
110,train,250000,1237,8.607113985448658,-1,217,0.0731495548131,0.1,1866.9488119999878
110,test,125000,104,62.51923076923073,12,269,0.0,0.05,322.2885010000027
111,train,250000,1141,10.406660823838726,-1,232,0.0608826091804,0.1,1871.2796919999819
111,test,125000,362,6.461325966850833,1,72,0.0,0.05,331.1254590000026
112,train,250000,1214,9.163097199341031,-1,225,0.0300087533558,0.1,1875.301976000017
112,test,125000,103,74.21359223300969,10,222,0.0,0.05,324.3130560000136
113,train,250000,1132,10.45053003533568,-1,291,0.0831916857908,0.1,1870.9888429999992
113,test,125000,117,62.871794871794876,3,310,0.0,0.05,321.991995999997
114,train,250000,1229,8.855166802278282,-1,247,0.0761005394505,0.1,1864.9862820000271
114,test,125000,88,97.97727272727272,21,320,0.0,0.05,322.4133739999961
115,train,250000,1235,8.578137651821866,-1,222,0.082454791855,0.1,1866.0260899999994
115,test,125000,86,77.02325581395347,19,212,0.0,0.05,322.09639200003585
116,train,250000,1115,9.834080717488787,-1,186,0.0612659280886,0.1,1866.8439090000466
116,test,125000,78,158.01282051282053,43,353,0.0,0.05,320.9142320000101
117,train,250000,1193,9.570829840737643,-1,204,0.13065725366,0.1,1866.2459230000386
117,test,125000,90,99.06666666666669,9,254,0.0,0.05,320.50106400001096
118,train,250000,1142,9.913309982486869,-1,158,0.0977211207148,0.1,1866.3297519999905
118,test,125000,107,69.37383177570094,5,328,0.0,0.05,323.07411899999715
119,train,250000,1166,9.773584905660378,-1,260,0.0812656311321,0.1,1865.9758610000135
119,test,125000,92,87.6086956521739,17,300,0.0,0.05,321.1278600000078
120,train,250000,1225,8.875102040816323,-1,147,0.087933810227,0.1,1871.1548870000406
120,test,125000,105,62.609523809523814,24,267,0.0,0.05,321.38242300000275
121,train,250000,1234,7.92706645056726,-1,148,0.0688581893505,0.1,1867.0575830000453
121,test,125000,74,103.77027027027026,32,309,0.0,0.05,320.18644499999937
122,train,250000,1247,8.119486768243773,-1,215,0.0813326797338,0.1,1869.8000270000193
122,test,125000,110,62.6909090909091,7,387,0.0,0.05,323.1982919999864
123,train,250000,1118,10.191413237924872,-1,275,0.0746038192907,0.1,1869.9708669999964
123,test,125000,83,100.32530120481928,33,262,0.0,0.05,321.471315999981
124,train,250000,1136,10.118838028169032,-1,163,0.0936711927677,0.1,1866.1974850000115
124,test,125000,223,17.605381165919283,2,108,0.0,0.05,325.06504600000335
125,train,250000,1155,9.763636363636367,-1,155,0.0456941029324,0.1,1870.7530749999569
125,test,125000,95,104.5263157894737,12,360,0.0,0.05,321.92440000001807
126,train,250000,1242,8.068438003220605,-1,106,0.0906582474739,0.1,1864.718636000005
126,test,125000,105,70.46666666666661,3,288,0.0,0.05,321.61985900002765
127,train,250000,1247,8.92943063352044,-1,250,0.0767791748374,0.1,1870.3323070000042
127,test,125000,79,97.82278481012662,25,300,0.0,0.05,322.0039340000367
128,train,250000,1210,8.895867768595034,-1,196,0.0800382549665,0.1,1868.872543000034
128,test,125000,99,79.68686868686865,27,300,0.0,0.05,322.1474719999824
129,train,250000,1169,8.985457656116335,-1,139,0.0835849964189,0.1,1867.8320740000345
129,test,125000,112,68.07142857142854,2,262,0.0,0.05,322.7620210000314
130,train,250000,1196,9.465719063545139,-1,180,0.0797473969818,0.1,1866.6982279999647
130,test,125000,104,68.18269230769228,11,206,0.0,0.05,322.1171650000033
131,train,250000,1178,10.16044142614602,-1,240,0.0827846795439,0.1,1867.0166980000213
131,test,125000,96,86.66666666666669,27,376,0.0,0.05,322.15847100003157
132,train,250000,1264,8.423259493670878,-1,281,0.0970425324075,0.1,1873.5782300000428
132,test,125000,86,103.30232558139538,10,277,0.0,0.05,321.51584399997955
133,train,250000,1198,9.181969949916523,-1,231,0.107760408807,0.1,1877.4349209999782
133,test,125000,81,96.46913580246913,38,301,0.0,0.05,324.1332999999868
134,train,250000,1191,9.251889168765759,-1,193,0.0888710397088,0.1,1875.7882349999854
134,test,125000,85,112.56470588235292,30,335,0.0,0.05,323.51302000001306
135,train,250000,1196,8.737458193979933,-1,249,0.101530348419,0.1,1871.1838809999754
135,test,125000,100,65.43999999999998,10,292,0.0,0.05,322.04822699999204
136,train,250000,1192,9.026845637583907,-1,204,0.0732532447504,0.1,1870.4987139999866
136,test,125000,87,117.01149425287358,34,331,0.0,0.05,321.8668919999618
137,train,250000,1301,7.378170637970786,-1,221,0.143141966958,0.1,1872.148199999996
137,test,125000,83,58.13253012048194,6,208,0.0,0.05,319.9571660000365
138,train,250000,1160,8.900862068965498,-1,115,0.0507348852385,0.1,1872.9731699999538
138,test,125000,95,88.61052631578946,12,259,0.0,0.05,322.8625900000334
139,train,250000,1164,9.514604810996556,-1,203,0.095646398852,0.1,1872.3123409999534
139,test,125000,92,97.65217391304346,15,351,0.0,0.05,321.6583859999664
140,train,250000,1217,8.723911257189808,-1,209,0.113045156556,0.1,1870.2497110000113
140,test,125000,87,97.183908045977,8,314,0.0,0.05,322.2519200000097
141,train,250000,1157,9.51771823681936,-1,309,0.0982297514573,0.1,1872.5484120000037
141,test,125000,87,118.02298850574714,21,316,0.0,0.05,322.1223260000115
142,train,250000,1198,9.690317195325548,-1,209,0.0954166864681,0.1,1870.7261779999826
142,test,125000,98,74.8469387755102,11,262,0.0,0.05,322.56889400002547
143,train,250000,1194,9.534338358458967,-1,208,0.0873210652665,0.1,1871.0506339999847
143,test,125000,92,105.61956521739134,17,287,0.0,0.05,322.92095100000734
144,train,250000,1269,8.205673758865256,-1,295,0.117176409201,0.1,1875.1463520000107
144,test,125000,97,83.83505154639172,11,315,0.0,0.05,323.6219170000404
145,train,250000,1258,8.29888712241654,-1,235,0.0811970683535,0.1,1874.2400590000325
145,test,125000,89,90.94382022471912,19,239,0.0,0.05,321.4512649999815
146,train,250000,1230,8.189430894308941,-1,300,0.0672992820784,0.1,1872.9453860000358
146,test,125000,95,88.10526315789471,15,286,0.0,0.05,323.0179730000091
147,train,250000,1230,8.369105691056905,-1,277,0.0877469602944,0.1,1869.7498930000002
147,test,125000,90,105.10000000000001,37,368,0.0,0.05,321.70517400000244
148,train,250000,1204,8.72591362126246,-1,246,0.130539082322,0.1,1876.6207409999915
148,test,125000,103,77.64077669902913,10,244,0.0,0.05,323.34284800000023
149,train,250000,1194,9.5787269681742,-1,292,0.0946752374219,0.1,1871.8183999999892
149,test,125000,154,29.240259740259727,4,340,0.0,0.05,324.6649510000134
150,train,250000,1155,9.598268398268399,-1,223,0.0562595616012,0.1,1872.183462999994
150,test,125000,107,72.3084112149533,3,289,0.0,0.05,324.23163200001
151,train,250000,1193,9.192791282481153,-1,229,0.0781728953318,0.1,1872.9400809999788
151,test,125000,83,113.07228915662652,22,354,0.0,0.05,320.8822060000384
152,train,250000,1218,9.1174055829228,-1,225,0.107217184802,0.1,1868.1619440000504
152,test,125000,102,82.52941176470586,11,322,0.0,0.05,322.6944769999827
153,train,250000,1134,9.753086419753085,-1,208,0.104725822232,0.1,1871.3740690000122
153,test,125000,86,98.0232558139535,20,302,0.0,0.05,320.929095999978
154,train,250000,1190,9.528571428571432,-1,225,0.0890749477912,0.1,1873.1985719999648
154,test,125000,98,69.63265306122447,12,250,0.0,0.05,325.4500429999898
155,train,250000,1315,7.095057034220538,-1,192,0.0823410441843,0.1,1884.0885760000092
155,test,125000,89,113.06741573033707,20,313,0.0,0.05,324.9101910000318
156,train,250000,1313,7.481340441736476,-1,221,0.109459960636,0.1,1877.1562820000108
156,test,125000,220,17.118181818181824,0,104,0.0,0.05,325.48896699998295
157,train,250000,1248,8.31169871794873,-1,278,0.0456829433897,0.1,1871.5985520000104
157,test,125000,89,106.38202247191009,29,303,0.0,0.05,322.0168249999988
158,train,250000,1224,8.63316993464052,-1,254,0.101420588895,0.1,1870.2249439999578
158,test,125000,98,86.74489795918369,12,295,0.0,0.05,322.5996440000017
159,train,250000,1262,8.106973058637077,-1,132,0.077171359635,0.1,1873.8796649999567
159,test,125000,93,68.93548387096773,6,244,0.0,0.05,321.93512400001055
160,train,250000,1235,8.331983805668006,-1,237,0.0838827095975,0.1,1869.457190999994
160,test,125000,89,116.01123595505616,34,349,0.0,0.05,322.18075199995656
161,train,250000,1159,9.588438308886973,-1,248,0.152483648165,0.1,1870.301213000028
161,test,125000,98,86.10204081632658,15,292,0.0,0.05,321.719981000002
162,train,250000,1224,9.318627450980408,-1,230,0.0933866385347,0.1,1870.3453030000092
162,test,125000,91,99.1978021978022,15,349,0.0,0.05,321.21542699995916
163,train,250000,1380,7.0898550724637674,-1,316,0.149243224892,0.1,1873.3465829999768
163,test,125000,91,94.65934065934063,23,284,0.0,0.05,321.42313800001284
164,train,250000,1217,9.21692686935086,-1,322,0.110652926368,0.1,1871.431075999979
164,test,125000,160,22.981250000000003,1,193,0.0,0.05,322.9533630000078
165,train,250000,1225,8.87510204081632,-1,193,0.0607297344765,0.1,1871.966826000018
165,test,125000,124,33.23387096774191,2,222,0.0,0.05,322.87143900000956
166,train,250000,1272,8.151729559748436,-1,238,0.0469701496927,0.1,1873.846652999986
166,test,125000,127,45.90551181102362,2,275,0.0,0.05,324.1089009999996
167,train,250000,1371,7.1568198395331875,-1,182,0.0710588125388,0.1,1876.2207049999852
167,test,125000,87,111.55172413793103,24,332,0.0,0.05,321.79957799997646
168,train,250000,1225,8.785306122448988,-1,221,0.144445387004,0.1,1871.8272700000089
168,test,125000,93,83.43010752688171,25,269,0.0,0.05,322.9271760000265
169,train,250000,1266,8.13191153238547,-1,201,0.0951254008034,0.1,1872.8926300000167
169,test,125000,108,72.61111111111113,16,289,0.0,0.05,323.0609289999702
170,train,250000,1268,8.530757097791799,-1,202,0.0963671170142,0.1,1873.8872540000011
170,test,125000,97,96.52577319587624,18,317,0.0,0.05,321.94777800003067
171,train,250000,1327,7.204220045214763,-1,192,0.109644657478,0.1,1871.0742830000236
171,test,125000,99,75.56565656565654,13,289,0.0,0.05,322.2638240000233
